,Date,Reviews,Rating,Location
384,2020-10-22,"✅ Trip Verified | I am extremely pleased with British Airways as they refunded my tickets Munich-London City-Munich within 2 working days in a friendly and professional manner: the difference between British Airways and Lufthansa is night and day. Friendly, professional and prompt are 3 adjectives to describe BA, while Lufthansa is best summed up as arrogant, impossible to contact and ignorant. Well Done and Best Wishes to all at British Airways.",10,Germany
385,2020-10-05,"✅ Trip Verified |  Boarding and checkin formalities are very nice. Check in help desk was very helpful and supportive. Everything was nice except food. I am vegan and there was no food availability for vegetarian passengers if not pre-ordered. My flight was 10 hour journey from London to Bangalore, and I was hungry.",5,Poland
386,2020-09-23,"✅ Trip Verified |  I have always had great flights with British Airways but this time the experience was absolutely amazing! As this was my 100th flight, I decided to celebrate it in Club Europe, which turned out to be a perfect decision. The stewards working in Club made me feel special and delivered a professional and personalised service and were kind and chatty. Although the cabin crew was the best part of the flight, other features didn’t let me down either. Efficient business class check in at Warsaw, cosy executive lounge Preludium with attentive and helpful staff, well organised boarding (although no priority for Club Europe because of Corona). The aircraft was very fresh and clean. Seats were comfortable with enough legroom, adjustable headrests and power ports. The on board service is different than before Corona times but it’s still very good. Tasty lunch box from DO&CO with fresh chicken sandwich, oriental vegetable salad and and amazing chocolate mousse. The choice of drinks was wide, including a very good quality Champagne from Nicolas Feuillatte. All in all a perfect flight experience with British Airways. Everything I expected from this flight was fulfilled. The one thing I can complain about is baggage handling at Heathrow. We waited around 50 mins for luggage and they were also delivered irrespecutful of Club Europe priority.",10,Poland
387,2020-09-18,"✅ Trip Verified |  We had a flight to Santorini from LHR at 8:10am. As the flight was full, we had to check in all our luggage. We arrived at the airport at 7:00am, and the queue for check-in was incredibly long because some desks were closed. It took us over 40 minutes to arrive to a desk, and when we arrived we were told that the check-in had closed (at 7:25am) and that we had missed the flight. British Airways staff did not offer us to jump the queue at anytime. The lady at the desk booked us on a flight to Athens instead, telling us that the costs to reach Santorini would be reimbursed. We had to book two tickets worth £200 for a flight to Santorini on the same day. We have just received a response from the Customer Relations service telling us that we would get nothing. ",1,United Kingdom
388,2020-08-27,"✅ Trip Verified |  My flight from Los Angeles to Paris via London was delayed due to late inbound aircraft due to mechanical and so I missed my connexion in London and arrived in Paris 3'25"" late and missed my onward connexion on Air France and had to overnight on my own dime in Paris. I applied for compensation lawfully due me through EC261 but their customer relations department refused by carelessly determining that my flight had arrived in London under the 3-hour delay window for compensation even though my final was clearly Paris and their CR agent acknowledged this. After I pointed out the error she ignored me so I filed a claim with the Centre for Effective Dispute Resolution and BA sent them a defences. They claim I traveled on AF65 and arrived in London ahead of schedule. The truth is that BA at LAX rebooked and reticketed me on that flight however AF refused to accept me and my baggage unless I paid them a surcharge. So, BA then rebooked me on flights to have me arrive very late into Paris and misconnect and have to overnight there. I do not know which is more shocking that BA would lie to the authorities in order to support their indefensible position or that their agents do not know how to read a passenger name record's air history.",1,United States
389,2020-08-08,"✅ Trip Verified |  I was deeply unimpressed with the lack of social distancing on my flight. The plane to London was 90% or more full, and no social distancing could be applied. A number of people wearing face masks incorrectly (over mouth or as a chinstrap) throughout the flight, and there was a fair amount of time when masks were off for the free snack (small bag of crisps and 250ml of water).  It seems crazy to allow a considerate amount of time with masks off or inappropriately worn in such a small space with no safe distance whatsoever. Also, only the absolute minimum of service which, given COVID, is understandable but makes the flight really boring - or not, since some excitement was provided by turbulence, with very little information from the flight deck. Disembarkation was chaotic to say the least but Terminal 5 was empty and vast enough to allow to finally distance. An upgrade for 89 Euros one was was available but it didn't seem to make sense. At least they departed on time and the plane appeared reasonably clean.",2,Germany
390,2020-08-01,"✅ Trip Verified | Newcastle to London Heathrow with British Airways. I was pleasantly surprised. Plane was on time and spotlessly clean. Professional staff; bottle of water, crackers and crisps handed out. Lovely deplaning with special Covid social distancing system working well.",10,Thailand
391,2020-07-31,"✅ Trip Verified |  Due to the coronavirus situation, I bought a return ticket back to my home country (Singapore) from London (where I currently reside) because the first wave of Asia in March was done. I was due to fly back to London on 25th August 2020 and my flight got cancelled. Before my flight cancellation, I got an email from the airline that I could apply for a voucher if my flight ever got cancelled, so I applied for an online voucher. But I was told that I am not eligible to get a voucher because I have done the London to Singapore leg. A month later, I tried again to redeem for a voucher and somehow I was successful. But to redeem the voucher I have to call to redeem the voucher (which I think it is a complete joke) and I was put on hold for many hours.",2,United Kingdom
392,2020-07-23,✅ Trip Verified |  British Airways canceled my flight to London on June 3 due to COVID-19. It is July 23 and they still have not refunded my money. I've reached out to executives after trying the usual customer service path. Nothing has worked. They will not call me and will not provide me any resolution. They are blatantly ignoring emails asking for help. Avoid British Airways. Service is non-existent and they will keep your money. They are keeping almost $3000US of our money.,1,United States
393,2020-07-23,"✅ Trip Verified |  London to Frankfurt. I made the mistake of exchanging my April flights with BA for a voucher, because of the travel disruption due to the pandemic. Big mistake. BA has failed completely and does not seem to care. I tried to book an August flight using the voucher, but frlights cannot be booked online using a voucher. You have to wait for hours on the phone to speak to someone. Customer service tried to charge me twice the original cost. Then no email confirmation for hours, after I chased it up (another long wait on hold). Email confirmation showed they had booked the wrong outbound date - service supervisor denied any error on their part and refused to rebook for correct date or give a refund. A few days later I started all over again and booked an alternative outbound date (still not the one I wanted, but better) - And 3 weeks later, BA cancelled the return flight! So I Called for a refund to be told ""If it hasn't appeared in my account after 21 days, to get back in touch"".  Things go wrong. It's how you deal with problems that mark out good customer service. BA hasn't a clue!",1,United Kingdom
394,2020-06-11,"✅ Trip Verified | BA cancelled my flight to Lyon, March/April 2020, because of the Corona crisis. I could not obtain a refund, as the BA website and telephone service made this impossible, it just sent me round in circles. So I opted for a Future Travel Voucher, as this could be obtained via the website. I have now tried to use the voucher for a flight to Munich, and was informed by the website that I have to call BA for this. The Silver card member phone number is inaccessible, as BA has reduced telephone access to one number. I have now called this number five times, each time I was told to call at another time, as 'in these difficult times, they had to protect staff'. This is exactly the same message that I received the many times I called for a refund. Is BA not honouring their voucher system, trying to fob off customers and keep their money? This is appalling business practice!",1,United Kingdom
395,2020-06-08,"✅ Trip Verified |  A short hop from London to Edinburgh in November 2019 - efficient, clean and punctual. The airport experience was straightforward and I think flying from City you get simplicity but miss out on the bigger aircraft which are a bit more comfortable. I got my luggage quickly at the other end and I appreciated having a wide range of flight times to choose from.",8,United Kingdom
396,2020-06-06,✅ Trip Verified |  Total rip off. British Airways cancels flights due to Pandemic Covid 19. When i use the voucher they issued me they want me to pay a additional $1000 for a first class seat. British Airways way to rip people off and profit from a world pandemic. ,1,United States
397,2020-06-04,"Not Verified |  I booked flights to Rome from the US and then home through London to LAX in February of this year for the 1st of August. I booked through American Airlines, and then I paid for seat selection for 3 people through the BA website, paying US $951 in total. With the pandemic, it is now impossible for me and my group to travel to Italy and England on this trip as (1) we are not allowed to travel outside the US, (2) as Americans we are not allowed to travel to Italy or England, and (3) the US government has not processed one of the passport renewal we need to fly which was mailed in early February. I had to cancel all of our hotels, AirB&Bs, car and train reservations over the last week in order to qualify to obtain refunds and/or vouchers. I’ve tried to reach British Airways customer service a number of times, finally got through today after an hour on hold. I asked how to obtain a refund or voucher for the business class seat selection that I had paid for and was told that I will lose the money I paid, that there are no refunds or vouchers allowed, because I booked the trip through American Airlines and not through British Airways. My understanding is that BA and AA have a partnership that should make it relatively seamless to book and travel on either or both partners, though I was shocked at having to pay nearly $1000 just to reserve our seats in business class, but this is apparently not the case. I was told that if BA cancels the two flights that we are booked on that I might be able to get either a voucher or a refund. I was prepared today to accept a voucher that I could use when I rebook this trip for 2021, as I understand that BA (and all airlines) are suffering financially as much as I am, but I was not prepared to be totally ripped off by BA. I cannot wait until the first flight is supposed to fly, August 1st, to cancel this as I will lose the money and miles I paid American Airlines for this flight. I am at a loss as to what I can do to handle a situation that is totally out of my control and for which an airline partner that I valued traveling on is refusing to offer a voucher or a refund. I will never again do anything that gives revenue to British Airways.",2,United States
398,2020-05-29,"✅ Trip Verified |  I booked a trip to Spain for mid-March 2020 with American Airlines, British Airways and Iberia. I needed to cancel this flight due to the pandemic and travel ban to Europe that began in March. I was able to change my flight at no cost, which is great, but given the fact that my flight left the day the travel ban began, those tickets should have been refunded. If I were to have boarded that flight, I would have been quarantined in Europe and would have faced a mandatory quarantine upon re-entry to the US IF I were able to return at all. The fact that British Airways did not cancel this flight is beyond me since I do not know who in their right mind would have traveled to Spain with the travel ban enforced. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I'm very disappointed in the response from them during a global pandemic and will not book another flight with them.",1,United States
399,2020-05-18,"✅ Trip Verified |  I booked London to Tel Aviv in Jan 2020, to attend a school reunion. I booked economy. BA then sent me an upgrade offer which i accepted at an additional £500. So I would fly Premium in the new plane. Covid hit and they cancelled the flight. No fault of theirs. Their subsequent behaviour, was all their fault! After a mammoth effort to contact them, i was offered a full refund. This took months and many calls to get, and they deducted £150 as a service fee for the upgrade. Calls and e-mails all result in the same robotic response. As you made a post booking change we are unable to offer a full refund. ",1,United Kingdom
400,2020-05-12,"Not Verified |  I booked my honeymoon flight from San Diego to Barcelona in September 2020. I have since needed to cancel this flight due to the pandemic and the uncertainty of travel, especially to other countries. I was able to change my flight at no cost, which is great. However, this is my honeymoon and I paid in advance for seats to ensure I sat next to my would be wife. This was more than $1,000 in additional cost. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I then asked if I wanted to make sure I sat next to my would be wife, they expected me to pay again? The answer was yes. I'm very disappointed in the response from them during a global pandemic, where travel is not safe and we have no idea when it will be safe again.",1,United States
401,2020-05-10,"✅ Trip Verified |  This company is withholding my money after cancelling my flight due to the pandemic and have issued me a voucher. Even though I called to explain why a voucher is useless since we are under a travel bane. Initially, they had said no refunds, the only thing to do was get a voucher. After we had ordered they announce you can get refund if flight is cancelled and you don’t have voucher. ",1,Canada
402,2020-05-01,✅ Trip Verified |  Tokyo to London. 12 hours without anything to eat because the sandwich I was given was inedible. There was no bar service and soft drinks were pitiful with orange running out after a matter of hours. Total waste of money having paid for Premium Economy. I am aware it was the beginning of the Covid19 issues but the situation was appalling and has been made worse by a total lack of follow up service from British Airways. Their attitude is unacceptable - it is all about money with them. ,1,United Kingdom
403,2020-04-29,✅ Trip Verified |  Flight BA 282 on 11 February was delayed 173 mins due to mechanical in London and so I misconnected at London Heathrow and arrived 3 hrs 25 mins late. I requested compensation and was refused - for three e-mails they told me my flight to London was delayed 173 mins (under the 180 mins floor) and I continued to reply that I did not fly to London but to Paris and arrived 205 mins late. Then they started writing that I was able to make my original connexion which is untrue. I don't know whether to fault their greed at persisting in this lie or their incompetence.,1,United States
404,2020-04-28,"✅ Trip Verified |  London Heathrow to Toronto. My wife and I used Avios and the BA Amex companion voucher to get a very good deal to fly business class on our holiday. I was also excited to fly on an A350 for the first time and it definitely lived up to my expectations. The breakfast buffet in the BA lounge in Heathrow T5 was okay not amazing and there was a good range of drinks and comfortable settees. The aircraft felt very clean and fresh and had good mood lighting, very comfortable spacious seats and large high-resolution IFE screens. I like the moving map but my wife opted for the movies and was impressed with the selection available. We both enjoyed the food and wines on board and it was a professional and friendly service from the cabin crew. The A350 is a lot quieter than older aircraft like the 747 and 777.",10,United Kingdom
405,2020-04-27,"✅ Trip Verified |  My wife and I used Avios and my BA Amex companion voucher to get a very good deal for business class flights to our holiday before the coronavirus lockdown was on the horizon. The check-in and security were very efficient and the lounge (not belonging to BA) was clean but had a more limited range of food than I would have expected. Boarding was very quick and cabin crew were friendly and professional. I am a big fan of the iconic 747 but we flew out on one of BA's new A350's and this brought home to me that the 747 business class is looking tired and old in comparison. The seats were comfortable and the food was good but small and very low quality IFE screen was behind the times. However, it was a night flight so I slept most of the journey except when there was moderate turbulence caused by strong tail-winds.",8,United Kingdom
406,2020-04-27,"✅ Trip Verified |  I flew with BA recently from Sydney to London, deciding to return back home from travelling due to the coronavirus situation. The first ticket I booked with them was via Hong Kong. After booking, HK closed it's borders so I could no longer get this flight. I rang up BA who advised that the HK flight was not yet cancelled on the system so they couldn't yet book me onto a new flight yet. The customer service agent assured me he would ring me back at 11am the next day as it would be cancelled on the system by then and he would tell me what flight BA would be putting me on as a replacement. 11am came and went the next day and I had not received a phone call. I tried ringing to find out what was going on and was on hold for 5 hours and still no one answered! I decided to book myself onto another flight as there were hardly any left available and I didn't want to end up stuck in Australia. I had not received the promised phone call or even an email to tell me what my replacement flight would be so felt I had no other choice. When I got back home I raised this with BA. They told me that I was supposed to process an 'involuntary change' to get a replacement flight - that is not what the customer agent advised me! I'd never even heard that term before. He simply said BA would sort it out and put me on a replacement flight, he didn't say I had to do anything. So now because I was given the incorrect advice, I am out of pocket by a considerable amount. I raised it with the BA complaints team that I had been advised incorrectly and if I had been told I needed to do an involuntary change myself I would have done so. They were extremely unhelpful and just said that they don't know why I was advised incorrectly and there is nothing they can do about it. When I said that wasn't good enough they basically just fobbed me off and told me to go to a third party adjudicator if I wanted but they were not prepared to do anything.  I will never use this airline again.",1,United Kingdom
407,2020-04-25,"✅ Trip Verified |  During the time of Covid-19 it is normal, that a airline has to cancel their flight. I’m ok with that, also when it means that I had to reorganize a few things. What’s definitely is not okay is the compensation via voucher - you can’t use their voucher online or for a cheap flight - on the hotline they offer you no online fare and just way more expensive prices! So stay far away from their voucher. For me as a regular traveler I will avoid BA as much as possible in the future. I even won’t use my miles with BA...",2,Switzerland
408,2020-04-19,"Not Verified |  Do not accept a British Airways e-Voucher, go for a refund. I stupidly accepted 2 e-vouchers and they are a waste of time. They have no flexibility and despite the fact that BA has money and air miles belonging to me, I cannot redeem the voucher against a more expensive non air miles flight, only an air miles flight that they don't have available at the time and route I want. BA are trying every trick in the book to complicate, frustrate and make rebooking difficult and worse still, you can't redeem the cancelled flight voucher online, only by speaking to the call centre which means hanging on for an hour or so every time you try to 'phone them. I was a loyal Silver Card Executive Club member and still am, but after BA's approach, I will be avoiding them wherever possible in future.",1,United Kingdom
409,2020-04-19,"✅ Trip Verified |  London-Heathrow to Warsaw on 14th March. British Airways stands out in many areas of the flight experience, starting from check in and ending on the deplaning. Very friendly, smiling, chatty people throughout my journey, including the lovely captain, who gave all the information about delay, missed slot and new departure time. What is also really appreciated in those coronavirus times, he entered the passenger cabin before takeoff without any mask whatsoever and assured us, this aircraft is so modern and has such good air filters that we are safe here. The boarding procedure was very well organised (no chaos) with 5 groups boarding sequentially. I didn't try the paid Marks&Spencer on board service but I think it would be a nice touch to get some refreshments free. The one thing I can pick on is the cleanliness of the rear toilet. Whilst the rest of the cabin was impeccably clean, the toilet was filthy. ",7,Poland
410,2020-04-11,"✅ Trip Verified | Just before the borders were closed in South Africa due to Corona Virus, I went to the Airport to find out if the flight scheduled will fly as planned, there was no international flight customer service staff available so I was not able to get a response, the only number available was a UK number which will cost me more than a flight to enquire. Next day I managed to get on board the flight. Sadly due to my fault, I forgot my laptop inside the Aircraft on arrival to terminal 5. I was one of the last passengers to leave the plane. I realised my mistake after I passed security and I was not allowed back into the Airport to collect my laptop which is fair enough and I understand why I could not go back to the Aircraft. They gave me a number to call and I have been calling the number since March, so far it has been zero positive response because they are using a third party company to help you which has zero interest to help you find your lost items. Basically BA does not have means in place for passengers to find their items. My laptop was left inside the flight hence it is impossible for crew staff and cleaning staff to not find it hence I just can not understand how they can not find it bearing in mind it was 100% left inside the plane. Lessons learned, avoid if you can. ",1,United Kingdom
411,2020-04-04,"✅ Trip Verified |  At check-in desk at T5 Heathrow was told by BA staff that Sweden only allowing Swedish nationals into country. This was contrary to advice on Swedish Government website.  I rang the border control office at Arlanda airport. They confirmed that EU/EFTA/EEA & UK nationals were clear to enter the country. I offered the phone to BA staff to clear up any confusion. They declined and then changed their story saying it was their own company policy. I spent the next hour trying to get through to BA on the telephone for a refund. The calls were being disconnect due to high call volumes.  BA standard of service compared to the other major European airlines was dishonest and obstructive. Furthermore if the other airlines can provide customer support on the telephone or via email at this time BA should be able to do the same. While in-flight staff at BA are still terrific, they are let down by the worst sort of management bureaucracy.",1,United Kingdom
412,2020-04-02,"Not Verified |  I booked a flight with them on 26 of March, but was unable to flight to the destination due to coronavirus restrictions. Since then I am trying to call them every day! I also filled out the form to request a refund but no reply in a week. Today I finally managed to spoke to the lady on the phone from their CS, but she just directed me to their website or she gave me another number. This number directed me to call again the first number I called already! After minutes of waiting again I spoke to another lady, she asked me for my reference and said she will transfer me to someone else, when she hang up on me!! Unbelievable!! So you can not even call them, and when you finally speak with someone no help at all! I never thought company like this have this poor customer service especially in situation like this with the corona virus.",1,United Kingdom
413,2020-04-02,"✅ Trip Verified |  A journey of 2 halves. Before hand, multiple lies and lack of information from the BA website. They cancelled my flight but they weren't honest about what they had done and lied. They claimed that I could re-book and showed lots of flights - none were in fact scheduled to fly but BA claimed that they were full. Then my return booking completely disappeared and the website claimed that ""all journeys complete"". Website at no point gave any indication about how difficult it was getting to fly from the USA to UK. Impossible to get through to BA in London. USA BA much better - a total wait of 1 hour 40 minutes to make 2 calls. Staff at the call centre efficient and helpful. Chaos at Chicago as most passengers had American issued boarding passes for the BA flight to London and BA weren't accepting those boarding passes. No explanation for the change in policy. Everyone I saw merely handed in the American boarding pass and was given a BA boarding pass. On the plane the staff were excellent - as usual. Food was good - verging on very good. Breakfast a little small but tasty. I even got a 2nd cup of tea! Journey smooth with some sleep. I stopped flying BA for 10 years because the head office is so poor - the staff on the ground are good but BA as an organisatiion comes over as badly managed: e.g. over securing client's data, telling passengers what is going on, running a decent frequent flier programme, design of the business cabin (stepping over the legs of the next passenger to go to the loo!) and so on. I only fly BA because of the lack of choice on most routes - whenever there is an alternative I try that (not American Airlines which somehow is consistently poorer than BA).",3,United Kingdom
414,2020-04-01,"✅ Trip Verified |  I flew to Vancouver mid March to see my mother, then in hospital. Three days after arrival my mother passed away and I subsequently needed tochange my return flight to be able to attend her funeral. I tried to manage my booking online, as BA suggest. But, because I had bought a package that included car hire the BA site said I was unable to change this online and I had to call their customer services. I spent over 19 hours hanging on a telephone trying to call the numbers listed online.  I set up conversations Facebook and Twitter, they went unanswered. On the second day of my telephone ordeal I actually called a different number and spoke to a guy in ‘holidays’ who said he couldn’t help me either but that he would try and add me to the queue for the help line. When this was finally answered after another hour and a half of waiting I managed to blurt out my Ref number, nothing else… before that call was disconnected. Thankfully the one person I had briefly spoken to in the Duty office that night then emailed me back and I was able to have a conversation about my need to change flight. This change took about 10-15 minutes over a few emails. But the person helping me couldn’t extend the car hire because the vehicle had already been collected. The only way this could be managed would be by myself calling the car hire company. But two days previously, when I tried to manage my booking online I was told I couldn’t do this because I had bought a package and that this could only be done by BA. I do totally understand the turmoil caused by Covid-19, but never again BA.",1,United Kingdom
415,2020-03-31,"Not Verified |  Very disappointed that BA are not making it straightforward to claim a refund on cancelled flights back due to covid-19, effectively holding onto my money illegally. Do what’s right and make it straightforward to do it online. A voucher is not sufficient. Or get more phone operators. The virus is stressful enough without you making to check your site for updates and a 2 hour wait on the phone. Very disappointed - I expect much better from you!",2,United Kingdom
416,2020-03-23,"Not Verified |  I booked my flights to the UK in May 2019 and had to cancel our trip to the UK on March 12, 2020 .. 4 days prior to leaving because a travel ban was going to start on March 16, 2020 and because I am older and have pre-existing health conditions, my doctor asked me to postpone our trip. The British Airways customer care associates I talked with were great and caring and they were able to issue us travel credit for tickets that were non-refundable. Now the problem is, I need to rebook and use the travel credit by May 2020 for travel to the UK by May 2021 or lose all the credit from our trip. How can I make travel arrangements by May 2020 with the coronavirus out of control throughout the world and travel bans in place? I understand BA has policies in place, but I cannot understand how you can expect someone to make travel arrangements while the world is dealing with COVID-19. I feel this timeline is unfair to any consumer who has trust with their preferred airline, my preferred airline is still British Airways. British Airways needs to reevaluate their policies during a world crisis....and make adjustments as needed to be fair to consumers who trust them. Whether a consumer has purchased refundable or non-refundable tickets should not matter, because forcing a consumer to rebook while a world pandemic is happening and not adjusting your policies to the situation can change your loyal customers, remember, there are many other airlines out there to choose from. The coronavirus is something that no one has any control of. I guess the bottom line is I think British Airways needs to put some common sense to their policy. I want to rebook and travel, but I am hesitant to this at this time. Hopefully, May 2020 this pandemic is over for all of us. ",3,United States
417,2020-03-22,"✅ Trip Verified |  Mumbai to London Heathrow. I wish to highly commend the professionalism of the stewards on this flight. Someone had erroneously accused me of being on a flight from Goa to Mumbai and coughing throughout the journey. Categorically I was not on that flight, but in his agitation the passenger could not hear me when I repeatedly said so. The stewards dealt with this situation with tact, absolute professionalism and great courtesy. All the staff must be working in difficult circumstances at the moment. They are putting themselves at more risk than most to ensure that holiday makers and business people can get home safely and I wish to thank our crew in particular for what they did.",10,United Kingdom
418,2020-03-18,"✅ Trip Verified |  I have a booking for March 19th, London Heathrow to Valencia, and BA still show this flight as operating and are not providing any refund option. The BA website was updated on 17 March to state ""We’re working closely with the Foreign & Commonwealth Office (FCO) to continue flying, where travel restrictions allow and where it is safe to do so."" I then checked the FCO website that was also updated on 17 March and it states: ""The Foreign and Commonwealth Office (FCO) advises against all but essential travel to Spain."" So it is clear that BA deem it ""safe"" to fly to Spain despite the FCO statement. I know the airline is suffering, like the rest of UK industry and business, but how can they get away with such deceitful practices. It is clear they are expecting customers to change their booking to the future and keep the funds, and are not complying with the British FCO advisory. Is this actually legal?",1,United Kingdom
419,2020-03-17,"Not Verified | London Gatwick to Funchal. British Airways are still forcing people to fly to Madeira when the Foreign Office has advised against anything other than essential travel. My wife and her friend were due to fly to Madeira on 17 March for a week's holiday when we found out that the FO had advised against travelling there. The Madeira government had ruled that new arrivals would spend 14 days in quarantine no matter how long their stay, that's a week longer than their proposed stay. Her friend contacted BA but was told they could not have a refund as the flight was still on! They offered a voucher. If this is an example of BAs customer service I am not surprised they are in trouble.",1,United Kingdom
420,2020-03-17,"✅ Trip Verified |  Lower Deck Club Class seat, with the current awful, narrow business class facing seats. British Airways premium passengers are treated with indifference at best, and Club Class is simply terrible. My food was not fit for consumption. WIFI broken. Crew morale low. IFE quality a bad joke. To add insult to injury, the  amenity packs are contemptible. What makes BA management think that business people require, (or indeed would retain) a package of socks, mask, plastic pen, and disposable tooth brush? The ongoing decline of this once-great national airline is palpable. ",1,United Kingdom
421,2020-03-17,"✅ Trip Verified |  London to New York JFK. Another grim flight with British Airways in Club Class, on a tired and old B747-400. The Business Class at BA is by far the worst in the industry. The dreaded ying / yang configuration is going to be with us for some time, sadly. In flight entertainment with tiny screen, no HD, and poor movie selection. WIFI did not work, as usual. Food continues to be desperately poor, and crew were rather keen to disappear quickly. This airline needs major overhaul, and investment in new aircraft and seats.",1,United Kingdom
422,2020-03-16,Not Verified |  Diabolical that British Airways are still forcing people to fly to Madrid when other airlines have cancelled their flights and the Foreign Office have advised against anything other than essential travel. What a way to treat their customers. If that is how they are going to treat people it is hardly surprising they are in trouble.,1,United Kingdom
423,2020-03-14,"✅ Trip Verified |  Frankfurt to Buenos Aires via London in October 2019. The aircraft is very old with small screens and ample entertainment, which becomes an issue flying +10hrs. The 1 hour layover was a complete disaster. The staff was unfriendly and inconsiderate to me. ",3,Argentina
424,2020-03-13,"✅ Trip Verified |  London to Paris return group booking cancelled. I know the current coronavirus is causing problems for any airline, but BA appears as usual to have no contingency plans to handle extra number of enquiries and it is proving impossible to speak with them. After the constant IT debacles this airline has, surely it is time for heads at the top to roll? Cancelled my booking for flight refund online, but they do not return the seat booking fee and you have to do this afterwards. However, the manage booking page wipes all preferences to your booked seat numbers and you cannot complete the form without this information. A 5 year old child could improve upon the user unfriendly app and website that BA currently has, and my patience of being loyal to BA (for over 40 years I might add) has run out. The management of this airline appear to live in a conceited bubble and have no idea what is going on at the front line.",2,United Kingdom
425,2020-03-09,"✅ Trip Verified |  London City to Berlin on 8th March. Flight got canceled. The lady at the counter was extremely unfriendly and arrogant. Extremely rude staff and service. This is no way to treat passengers!, especially not if the expensive flight is cancelled!",1,Germany
426,2020-03-08,"✅ Trip Verified |  London to Beijing in January 2020. BA has really upped their game now. A few years back I took BA, the experience was really disappointed and avoid them since However, my recent flight is good. The flight was delayed for 1 hour due to mechanical reasons, but get back majority of the delay in the air. Food is tasty, and crews are not hesitate to provide more if you are still hungry. The drinks are offered in the promote manner, and crews are really willing to engage with you (in the gallery when majority of the passengers fall asleep). Seat is a bit tight but understood I am flying economy so this is bearable The return flight has been cancelled, it takes like 10 calls / emails, and they finally sorted out our flight. This could be improved but I appreciate it is not easy to change you to an airline which is not BA's partner Overall, BA has really improved the game, and the friendly and professional crews are the best in the world",8,United Kingdom
427,2020-03-06,✅ Trip Verified |  Hong Kong to London. Great airline indeed! Staff were friendly and helpful! The aircraft was very clean. The crews are diverse. Will definitely fly again.,9,Hong Kong
428,2020-03-05,"✅ Trip Verified |  Mumbai to London. The check in process was quick, efficient and friendly. Unfortunately there was a two hour delay on departure, but BA kept us informed and we were given a free food and drink offering from the food court. Information, explanation and apology over the delay was given by the first officer which we were happy with. The entertainment screens were a little temperamental to begin with but they eventually worked. Good service and friendly attitude from the cabin crew made the long flight easier though. Very happy with the service.",9,United Kingdom
429,2020-03-05,"✅ Trip Verified |  London to Delhi. This booking was part of a holiday group format so we had to check in as opposed to bag drop. According to the check in screen, all zones were applicable for our destination, but we were sent from one zone to the next; (which, given the size of the T5 check in hall wasn't helpful) Eventually, we managed to find assistance but it was very much a shrug of the shoulder attitude - especially when we discovered we were seated separately; it was only when a family with two young children had been split up that we were able to switch seats. Fortunately, the cabin crew made up for this by providing a fabulous flight, with great service and positive, friendly attitude. I actually praised them and told them that my faith in BA had been restored!",8,United Kingdom
430,2020-03-03,"✅ Trip Verified | Paris to London. Flight cancelled due to “ATC Restrictions” after Storm Ciara  and rebooked to a later flight which was delayed on top by 2 hours. Arrived in London 6 hours later than planned initially and BA refused to recognise any additional expenses because it was a forceful operational reason. Booked 3 flights to Italy for March, all cancelled. Last Thursday booked LGW/BGY/LGW and next day cancelled (for last week of March) a month away. Been a Gold Member of BA since 2016 and after seeing their constant downgrades, I will go back with AirFrance/KLM for my travel needs. AI found thr food and seats on Euro Business a shame.",2,United Kingdom
431,2020-03-03,"✅ Trip Verified |  I flew from Sydney to London to visit my seriously ill mother. The second leg, from Singapore to London was with British Airways. My return flight from London to Sydney was with British Airways, leaving 23 February. On 20 February it became clear that Mum did not have long to live. I contacted BA, who said I should be able to change my return date, and asked me to send medical documentation, which I did, with an explanatory email. Sadly Mum passed away very early on the morning of 22 February. I contacted BA again the next day. They said because I had booked through Webjet, I needed to contact them. I phoned them, they said they would contact BA. No follow up from either. When I phoned Webjet again, they said still no word from BA. When I phoned BA again, they said they couldn't help. At this point I gave up and booked with Qantas, paying for another flight. BA's complete lack of compassion (apart from a couple of platitudes), and lack of interest in helping me in any way, astounded me. Needless to say, I will never use British Airways again.",1,Australia
432,2020-02-28,"Not Verified |  Gatwick to Malaga. Nothing special, nowadays there's unfortunately not much difference between BA & Easyjet. Flight left Gatwick late & arrived in Malaga late. BA seats no longer recline. Food and drinks are expensive, their Cream Tea excludes tea. Lift your game BA, your product just continues to get worse.",4,United Kingdom
433,2020-02-28,"✅ Trip Verified |  Vancouver to London. There are time when British Airways deserve to be ranked as one of the very best carriers. This flight proves the point. From the warm welcome at the door on boarding until deplaning at LHR, the crew were outstanding. Friendly, attentive and professional. The dinner was excellent. Excellent choices on the menu, accompanied by some decent wines. I had a painful back from running. A flight attendant provided some medication, came back to my seat an hour or so later to check on me and remembered to ask me if the pain had subsided when I deplaned. Very thoughtful. Seat was comfortable and complemented by a proper cushion and a very nice quilted blanket. IFE good. The B747-400 is showing its age but it’s still a wonderful, iconic aircraft to fly on and I’ll continue to prefer it over the B777. ",10,United Kingdom
